_id,coop,station_name,country_name,utc_offset,datetime_utc,lat,lon,precip_amt
5b5df609976f770001878e7d,014064,HUNTSVILLE WBAS AP,UNITED STATES,-0600,2012-04-18 16:00:00,34.7,-86.58333,0.0
5b5df609976f770001878ffd,014209,JACKSONVILLE,UNITED STATES,-0600,2012-04-18 16:00:00,33.8256,-85.7812,0.0
5b5df609976f77000187911d,015478,MOBILE REGIONAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,30.68833,-88.24556,0.0
5b5df609976f770001879195,015550,MONTGOMERY AP,UNITED STATES,-0600,2012-04-18 16:00:00,32.2997,-86.4075,0.0
5b5df609976f77000187923d,015553,MONTGOMERY 6SW,UNITED STATES,-0600,2012-04-18 16:00:00,32.26,-86.218,0.0
5b5df609976f77000187935d,018178,THOMASVILLE,UNITED STATES,-0600,2012-04-18 16:00:00,31.91722,-87.73472,0.0
5b5df609976f7700018793d5,018209,THORSBY EXP STATION,UNITED STATES,-0600,2012-04-18 16:00:00,32.9205,-86.6708,0.0
5b5df609976f77000187944d,018323,TROY,UNITED STATES,-0600,2012-04-18 16:00:00,31.8075,-85.9722,0.0
5b5df609976f7700018794dd,018383,TUSCALOOSA ARPT ASOS,UNITED STATES,-0600,2012-04-18 16:00:00,33.2119,-87.6161,0.0
5b5df609976f77000187b48d,034185,LEWISVILLE,UNITED STATES,-0600,2012-04-18 16:00:00,33.3613,-93.5674,0.0
5b5df609976f77000187bb65,035110,NARROWS DAM,UNITED STATES,-0600,2012-04-18 16:00:00,34.1452,-93.7138,0.0
5b5df609976f77000187d79b,041886,COFFEE CREEK RS,UNITED STATES,-0800,2012-04-18 16:00:00,41.0894,-122.7086,0.0
5b5df609976f77000187dea3,042910,EUREKA WFO WOODLEY ISLAND,UNITED STATES,-0800,2012-04-18 16:00:00,40.8097,-124.1602,0.01
5b5df609976f77000187e3cb,043194,FORT SEWARD,UNITED STATES,-0800,2012-04-18 16:00:00,40.2183,-123.6322,0.0
5b5df609976f77000187e6cb,043357,GASQUET RS,UNITED STATES,-0800,2012-04-18 16:00:00,41.8452,-123.9647,0.0
5b5df609976f77000187ee33,043791,HARRISON GULCH RS,UNITED STATES,-0800,2012-04-18 16:00:00,40.3636,-122.965,0.0
5b5df609976f77000187f20b,044074,HONEYDEW 1 SW,UNITED STATES,-0800,2012-04-18 16:00:00,40.2375,-124.1322,0.0
5b5df609976f77000187f35b,044089,HOOPA,UNITED STATES,-0800,2012-04-18 16:00:00,41.0483,-123.6755,0.0
5b5df609976f77000187f463,044191,HYAMPOM,UNITED STATES,-0800,2012-04-18 16:00:00,40.6161,-123.4566,0.0
5b5df609976f77000187f583,044587,KNEELAND 10 SSE,UNITED STATES,-0800,2012-04-18 16:00:00,40.6422,-123.9149,0.0
5b5df609976f77000187fc43,045242,MAD RIVER 12 SE,UNITED STATES,-0800,2012-04-18 16:00:00,40.3186,-123.3738,0.0
5b5df609976f77000187fefb,045623,MILFORD LAUFMAN RS,UNITED STATES,-0800,2012-04-18 16:00:00,40.1414,-120.3533,0.0
5b5df609976f770001880033,045679,MINERAL,UNITED STATES,-0800,2012-04-18 16:00:00,40.3458,-121.6091,0.0
5b5df609976f770001880b73,046513,ORLEANS RS,UNITED STATES,-0800,2012-04-18 16:00:00,41.3033,-123.5344,0.0
5b5df609976f770001881323,047292,RED BLUFF,UNITED STATES,-0800,2012-04-18 16:00:00,40.18333,-122.2,0.0
5b5df609976f77000188145b,047304,REDDING MUNICIPAL AP,UNITED STATES,-0800,2012-04-18 16:00:00,40.5175,-122.2986,0.0
5b5df609976f77000188151b,047342,REDWOOD CREEK O'KANE,UNITED STATES,-0800,2012-04-18 16:00:00,40.9069,-123.8147,0.1
5b5df609976f770001881713,047630,SACRAMENTO EXECUTIVE AP,UNITED STATES,-0800,2012-04-18 16:00:00,38.5069,-121.495,0.0
5b5df609976f77000188244b,048025,SAWYERS BAR RS,UNITED STATES,-0800,2012-04-18 16:00:00,41.3011,-123.133,0.0
5b5df609976f77000188292b,048332,SODA SPRINGS 1 E,UNITED STATES,-0800,2012-04-18 16:00:00,39.3255,-120.3672,0.0
5b5df609976f77000188319b,049053,TULELAKE,UNITED STATES,-0800,2012-04-18 16:00:00,41.96,-121.4744,0.0
5b5df609976f7700018834e3,049490,WEAVERVILLE,UNITED STATES,-0800,2012-04-18 16:00:00,40.7367,-122.9404,0.0
5b5df609976f770001883b5c,050372,ASPEN 1SW,UNITED STATES,-0700,2012-04-18 16:00:00,39.1852,-106.838,0.0
5b5df609976f770001883c7c,050373,ASPEN PITKIN COUNTY AP SARDY FIELD,UNITED STATES,-0700,2012-04-18 16:00:00,39.23,-106.87056,0.0
5b5df609976f77000188430c,051931,CRAIG MOFFAT COUNTY AP,UNITED STATES,-0700,2012-04-18 16:00:00,40.49278,-107.52417,0.0
5b5df609976f77000188466c,052286,DINOSAUR NATL MONUMNT,UNITED STATES,-0700,2012-04-18 16:00:00,40.2441,-108.9726,0.0
5b5df609976f770001884b94,053488,GRAND JUNCTION WALKER FIELD,UNITED STATES,-0700,2012-04-18 16:00:00,39.1342,-108.54,0.0
5b5df609976f77000188559c,055484,MEEKER,UNITED STATES,-0700,2012-04-18 16:00:00,40.0358,-107.9058,0.0
5b5df609976f770001885674,055485,MEEKER AIRPORT,UNITED STATES,-0700,2012-04-18 16:00:00,40.04417,-107.88861,0.0
5b5df609976f770001885824,055718,MONTROSE REGIONAL AP,UNITED STATES,-0700,2012-04-18 16:00:00,38.50583,-107.89889,0.0
5b5df609976f770001885b9c,055982,NORTHGATE,UNITED STATES,-0700,2012-04-18 16:00:00,40.93663,-106.33908,0.0
5b5df609976f770001885f8c,057033,RIFLE 3ENE,UNITED STATES,-0700,2012-04-18 16:00:00,39.5572,-107.7261,0.0
5b5df609976f77000188604c,057034,RIFLE GARFIELD COUNTY AP,UNITED STATES,-0700,2012-04-18 16:00:00,39.52778,-107.71972,0.0
5b5df609976f77000188694c,058781,WALSENBURG 1 NW,UNITED STATES,-0700,2012-04-18 16:00:00,37.6302,-104.7956,0.0
5b5df609976f770001886ea6,079595,WILMINGTON NEW CASTLE CO AP,UNITED STATES,-0500,2012-04-18 16:00:00,39.6744,-75.60567,0.0
5b5df609976f7700018870b5,081986,CRESTVIEW BOB SIKES AP,UNITED STATES,-0600,2012-04-18 16:00:00,30.77972,-86.5225,0.0
5b5df609976f77000188721e,082158,DAYTONA BEACH INTL AP,UNITED STATES,-0500,2012-04-18 16:00:00,29.1828,-81.0483,0.0
5b5df609976f7700018872ae,082229,DELAND 3 NE,UNITED STATES,-0500,2012-04-18 16:00:00,29.06667,-81.28333,0.0
5b5df609976f77000188733e,082391,DOWLING PARK 1 W,UNITED STATES,-0500,2012-04-18 16:00:00,30.2497,-83.2594,0.0
5b5df609976f77000188766e,083326,GAINESVILLE REGIONAL AP,UNITED STATES,-0500,2012-04-18 16:00:00,29.6919,-82.2755,0.0
5b5df609976f7700018876e5,083538,GRACEVILLE 1 SW,UNITED STATES,-0600,2012-04-18 16:00:00,30.9575,-85.533,0.0
5b5df609976f77000188787e,084358,JACKSONVILLE INTL AP,UNITED STATES,-0500,2012-04-18 16:00:00,30.495,-81.6936,0.0
5b5df609976f77000188796e,084370,JACKSONVILLE CRAIG MUNICIPAL AP,UNITED STATES,-0500,2012-04-18 16:00:00,30.3361,-81.5147,0.0
5b5df609976f770001887aa6,084570,KEY WEST WBAS AP,UNITED STATES,-0500,2012-04-18 16:00:00,24.58333,-81.7,0.0
5b5df609976f77000188808e,085880,MONTICELLO 10 SW,UNITED STATES,-0500,2012-04-18 16:00:00,30.4405,-83.9858,0.0
5b5df609976f770001888225,086240,NICEVILLE,UNITED STATES,-0600,2012-04-18 16:00:00,30.5316,-86.4928,0.0
5b5df609976f770001888435,086997,PENSACOLA,UNITED STATES,-0600,2012-04-18 16:00:00,30.53028,-87.19944,0.0
5b5df609976f77000188868e,088758,TALLAHASSEE REGIONAL AP,UNITED STATES,-0500,2012-04-18 16:00:00,30.39306,-84.35333,0.04
5b5df609976f770001888bfd,089415,WAUSAU,UNITED STATES,-0600,2012-04-18 16:00:00,30.6323,-85.5976,0.2
5b5df609976f770001888cee,089525,WEST PALM BEACH INTERNATIONAL AP,UNITED STATES,-0500,2012-04-18 16:00:00,26.6847,-80.0994,0.0
5b5df609976f770001888df6,089795,WOODRUFF DAM,UNITED STATES,-0500,2012-04-18 16:00:00,30.7219,-84.8741,0.0
5b5df60a976f770001888e86,090044,ADAIRSVILLE 5 SE,UNITED STATES,-0500,2012-04-18 16:00:00,34.3407,-84.8347,0.0
5b5df60a976f770001888efe,090211,ALMA BACON COUNTY AP,UNITED STATES,-0500,2012-04-18 16:00:00,31.5358,-82.5067,0.0
5b5df60a976f770001888fa6,090435,ATHENS BEN EPPS AP,UNITED STATES,-0500,2012-04-18 16:00:00,33.948,-83.3275,0.04
5b5df60a976f770001889096,090451,ATLANTA HARTSFIELD INTL AP,UNITED STATES,-0500,2012-04-18 16:00:00,33.6301,-84.4418,0.01
5b5df60a976f770001889186,090495,AUGUSTA WB AIRPORT,UNITED STATES,-0500,2012-04-18 16:00:00,33.46667,-82.03333,0.01
5b5df60a976f77000188925e,091345,BRUNSWICK MALCOLM MCKINNON AP,UNITED STATES,-0500,2012-04-18 16:00:00,31.1522,-81.3908,0.0
5b5df60a976f770001889336,091619,CARNESVILLE,UNITED STATES,-0500,2012-04-18 16:00:00,34.36555,-83.23278,0.0
5b5df60a976f77000188937e,091743,CEDARTOWN 8 SE,UNITED STATES,-0500,2012-04-18 16:00:00,33.9534,-85.1697,0.0
5b5df60a976f770001889426,091863,CHATSWORTH 2,UNITED STATES,-0500,2012-04-18 16:00:00,34.7582,-84.7642,0.0
5b5df60a976f7700018894fe,091908,CHICKAMAUGA PK LARC,UNITED STATES,-0500,2012-04-18 16:00:00,34.9203,-85.2711,0.0
5b5df60a976f770001889606,092166,COLUMBUS METROPOLITAN AP,UNITED STATES,-0500,2012-04-18 16:00:00,32.5161,-84.9422,0.0
5b5df60a976f77000188967e,092361,CRISP CO POWER DAM,UNITED STATES,-0500,2012-04-18 16:00:00,31.8453,-83.9409,0.0
5b5df60a976f7700018896f6,092485,DALLAS 7 NE,UNITED STATES,-0500,2012-04-18 16:00:00,33.988,-84.7475,0.0
5b5df60a976f770001889786,092593,DECATUR COUNTY FIRE AND RESCUE,UNITED STATES,-0500,2012-04-18 16:00:00,30.9772,-84.6367,0.0
5b5df60a976f770001889816,092844,DUBLIN 2,UNITED STATES,-0500,2012-04-18 16:00:00,32.5574,-82.8999,0.0
5b5df60a976f7700018898a6,093028,EDISON,UNITED STATES,-0500,2012-04-18 16:00:00,31.5663,-84.7338,0.1
5b5df60a976f770001889966,093460,FOLKSTON 3 SW,UNITED STATES,-0500,2012-04-18 16:00:00,30.7997,-82.0313,0.0
5b5df60a976f7700018899ae,094204,HAZLEHURST,UNITED STATES,-0500,2012-04-18 16:00:00,31.8878,-82.5808,0.0
5b5df60a976f770001889a26,094623,JACKSON DAM,UNITED STATES,-0500,2012-04-18 16:00:00,33.32,-83.8436,0.1
5b5df60a976f770001889a86,094659,JEFFERSON,UNITED STATES,-0500,2012-04-18 16:00:00,34.1081,-83.5725,0.1
5b5df60a976f770001889bee,094941,CHICKAMAUGA 2 SW,UNITED STATES,-0500,2012-04-18 16:00:00,34.853,-85.3142,0.0
5b5df60a976f770001889c66,095165,LEXINGTON,UNITED STATES,-0500,2012-04-18 16:00:00,33.8705,-83.1135,0.0
5b5df60a976f770001889cde,095314,LOUISVILLE 1 E,UNITED STATES,-0500,2012-04-18 16:00:00,33.0125,-82.3914,0.0
5b5df60a976f770001889d9e,095443,MACON MIDDLE GA REGIONAL AP,UNITED STATES,-0500,2012-04-18 16:00:00,32.6847,-83.6527,0.05
5b5df60a976f770001889e46,095876,MILLEDGEVILLE (DARDC),UNITED STATES,-0500,2012-04-18 16:00:00,33.0864,-83.2197,0.0
5b5df60a976f770001889ea6,095974,MONROE DARDC,UNITED STATES,-0500,2012-04-18 16:00:00,33.8019,-83.7156,0.0
5b5df60a976f770001889f36,096879,PEARSON,UNITED STATES,-0500,2012-04-18 16:00:00,31.2928,-82.8422,0.0
5b5df60a976f77000188a00e,097847,SAVANNAH INT'L AIRPORT,UNITED STATES,-0500,2012-04-18 16:00:00,32.13133,-81.20237,0.0
5b5df60a976f77000188a086,098657,THE ROCK RANCH,UNITED STATES,-0500,2012-04-18 16:00:00,32.96416,-84.23027,0.0
5b5df60a976f77000188a116,098935,UNICOI STATE PARK,UNITED STATES,-0500,2012-04-18 16:00:00,34.7206,-83.7219,0.0
5b5df60a976f77000188a21e,099291,WEST POINT,UNITED STATES,-0500,2012-04-18 16:00:00,32.8861,-85.1838,0.0
5b5df60a976f77000188a27e,099486,WINTERVILLE,UNITED STATES,-0500,2012-04-18 16:00:00,33.9664,-83.2911,0.0
5b5df60a976f77000188a384,101022,BOISE RIVER GAGE,UNITED STATES,-0700,2012-04-18 16:00:00,43.61667,-116.21667,0.0
5b5df60a976f77000188a51c,101303,BURLEY MUNICIPAL AIRPORT,UNITED STATES,-0700,2012-04-18 16:00:00,42.5416,-113.7661,0.0
5b5df60a976f77000188a623,101370,CALDER,UNITED STATES,-0800,2012-04-18 16:00:00,47.2748,-116.1889,0.0
5b5df60a976f77000188a75c,101514,CASCADE 1 NW,UNITED STATES,-0700,2012-04-18 16:00:00,44.5228,-116.0481,0.0
5b5df60a976f77000188a8c4,102187,COUNCIL,UNITED STATES,-0700,2012-04-18 16:00:00,44.7441,-116.4326,0.0
5b5df60a976f77000188aa8b,102892,ELK RIVER,UNITED STATES,-0800,2012-04-18 16:00:00,46.7823,-116.1796,0.0
5b5df60a976f77000188abc3,102966,ENAVILLE,UNITED STATES,-0800,2012-04-18 16:00:00,47.5689,-116.253,0.0
5b5df60a976f77000188afb3,105241,LEWISTON NEZ PERCE COUNTY AP,UNITED STATES,-0800,2012-04-18 16:00:00,46.3747,-117.0156,0.0
5b5df60a976f77000188b50c,107211,POCATELLO REGIONAL AIRPORT,UNITED STATES,-0700,2012-04-18 16:00:00,42.9202,-112.5711,0.0
5b5df60a976f77000188b5e4,107327,PRAIRIE,UNITED STATES,-0700,2012-04-18 16:00:00,43.5063,-115.5716,0.0
5b5df60a976f77000188b71b,107358,PRICHARD 4 N,UNITED STATES,-0800,2012-04-18 16:00:00,47.7074,-115.978,0.0
5b5df60a976f77000188c2bd,111549,CHICAGO OHARE INTL AP,UNITED STATES,-0600,2012-04-18 16:00:00,41.995,-87.9336,0.0
5b5df60a976f77000188c8a5,112687,EFFINGHAM 3SW,UNITED STATES,-0600,2012-04-18 16:00:00,39.1181,-88.6244,0.0
5b5df60a976f77000188cdcd,114078,HIDALGO 3SW,UNITED STATES,-0600,2012-04-18 16:00:00,39.1396,-88.1905,0.0
5b5df60a976f77000188d3cd,114957,LAWRENCEVILLE 2WSW,UNITED STATES,-0600,2012-04-18 16:00:00,38.7239,-87.7196,0.0
5b5df60a976f77000188d565,115493,MC HENRY,UNITED STATES,-0600,2012-04-18 16:00:00,42.35,-88.26667,0.0
5b5df60a976f77000188d685,115751,MOLINE QUAD CITY INTL AP,UNITED STATES,-0600,2012-04-18 16:00:00,41.46528,-90.52333,0.0
5b5df60a976f77000188d7d5,115768,MONMOUTH,UNITED STATES,-0600,2012-04-18 16:00:00,40.9443,-90.6381,0.0
5b5df60a976f77000188d9b5,115983,MURPHYSBORO WATERWORKS,UNITED STATES,-0600,2012-04-18 16:00:00,37.76667,-89.31667,0.0
5b5df60a976f77000188df55,117014,PROPHETSTOWN,UNITED STATES,-0600,2012-04-18 16:00:00,41.6752,-89.9374,0.0
5b5df60a976f77000188e345,117382,ROCKFORD GREATER ROCKFORD AP,UNITED STATES,-0600,2012-04-18 16:00:00,42.1927,-89.093,0.0
5b5df60a976f77000188e555,117833,SHABBONA 3S,UNITED STATES,-0600,2012-04-18 16:00:00,41.73272,-88.86425,0.0
5b5df60a976f77000188e615,118020,SMITHLAND LOCK & DAM,UNITED STATES,-0600,2012-04-18 16:00:00,37.1644,-88.4311,0.0
5b5df60a976f77000188e9ed,118781,VANDALIA,UNITED STATES,-0600,2012-04-18 16:00:00,38.958,-89.0952,0.0
5b5df60a976f770001890596,127069,PORTLAND WATER WORKS,UNITED STATES,-0500,2012-04-18 16:00:00,40.46667,-84.96667,0.0
5b5df60a976f770001890a8e,127999,SHELBYVILLE SEWAGE PLANT,UNITED STATES,-0500,2012-04-18 16:00:00,39.5282,-85.7914,0.0
5b5df60a976f770001890c56,128187,SOUTH BEND AP,UNITED STATES,-0500,2012-04-18 16:00:00,41.7072,-86.3163,0.0
5b5df60a976f770001891255,130046,ADAIR,UNITED STATES,-0600,2012-04-18 16:00:00,41.5013,-94.6355,0.0
5b5df60a976f770001891375,130197,AMES MUNICIPAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,41.99056,-93.61889,0.0
5b5df60a976f770001891465,130200,AMES 8 WSW,UNITED STATES,-0600,2012-04-18 16:00:00,42.0208,-93.7741,0.0
5b5df60a976f7700018917f5,130853,BOYER 4 SE,UNITED STATES,-0600,2012-04-18 16:00:00,42.1255,-95.1886,0.0
5b5df60a976f7700018918fd,131126,CALMAR NE,UNITED STATES,-0600,2012-04-18 16:00:00,43.1876,-91.862,0.0
5b5df60a976f770001891a35,131245,CARSON 3NNE,UNITED STATES,-0600,2012-04-18 16:00:00,41.2738,-95.4025,0.0
5b5df60a976f770001891c2d,131314,CEDAR RAPIDS MUNICIPAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,41.8833,-91.7166,0.0
5b5df60a976f770001891ee5,131442,CHEROKEE 3 N,UNITED STATES,-0600,2012-04-18 16:00:00,42.78333,-95.55,0.0
5b5df60a976f770001892125,131793,COON RAPIDS,UNITED STATES,-0600,2012-04-18 16:00:00,41.8747,-94.6705,0.0
5b5df60a976f770001892275,132203,DES MOINES INTL AP,UNITED STATES,-0600,2012-04-18 16:00:00,41.5338,-93.653,0.0
5b5df60a976f7700018924e5,132367,DUBUQUE REGIONAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,42.39778,-90.70361,0.0
5b5df60a976f770001892665,132977,FOREST CITY 2 NNE,UNITED STATES,-0600,2012-04-18 16:00:00,43.2844,-93.6305,0.0
5b5df60a976f770001892785,133438,GREENFIELD,UNITED STATES,-0600,2012-04-18 16:00:00,41.298,-94.4561,0.0
5b5df60a976f7700018929c5,133944,HORNICK 5S,UNITED STATES,-0600,2012-04-18 16:00:00,42.1558,-96.083,0.0
5b5df60a976f770001892ae5,134142,IOWA FALLS,UNITED STATES,-0600,2012-04-18 16:00:00,42.5188,-93.2536,0.0
5b5df60a976f7700018930cd,134587,LAMONI MUNICIPAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,40.6306,-93.9008,0.0
5b5df60a976f770001893205,134746,LENOX,UNITED STATES,-0600,2012-04-18 16:00:00,40.8747,-94.5717,0.0
5b5df60a976f7700018933e5,135199,MARSHALLTOWN MUNICIPAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,42.11056,-92.91611,0.0
5b5df60a976f770001893535,135235,MASON CITY MUNICIPAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,43.1544,-93.3269,0.0
5b5df60a976f770001893685,135295,MAXWELL,UNITED STATES,-0600,2012-04-18 16:00:00,41.8875,-93.3919,0.0
5b5df60a976f770001893aa5,135823,MOVILLE,UNITED STATES,-0600,2012-04-18 16:00:00,42.4916,-96.0688,0.0
5b5df60a976f770001893ccd,136209,OGDEN,UNITED STATES,-0600,2012-04-18 16:00:00,42.0388,-94.0419,0.0
5b5df60a976f770001893e05,136389,OTTUMWA INDUSTRIAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,41.1077,-92.4466,0.0
5b5df60a976f770001893f6d,137058,RINGSTED,UNITED STATES,-0600,2012-04-18 16:00:00,43.2947,-94.5116,0.0
5b5df60a976f7700018940bd,137167,ROCKWELL CITY NO. 2,UNITED STATES,-0600,2012-04-18 16:00:00,42.3911,-94.6288,0.0
5b5df60a976f77000189417d,137326,ST ANSGAR,UNITED STATES,-0600,2012-04-18 16:00:00,43.3817,-92.9232,0.0
5b5df60a976f77000189438d,137572,SHEFFIELD 3 NW,UNITED STATES,-0600,2012-04-18 16:00:00,42.9216,-93.2827,0.0
5b5df60a976f77000189456d,137602,SHELL ROCK 1 SW,UNITED STATES,-0600,2012-04-18 16:00:00,42.70417,-92.59056,0.0
5b5df60a976f7700018946a5,137700,SIOUX CENTER 2 SE,UNITED STATES,-0600,2012-04-18 16:00:00,43.0558,-96.1525,0.0
5b5df60a976f7700018947c5,137708,SIOUX CITY AP,UNITED STATES,-0600,2012-04-18 16:00:00,42.3913,-96.3791,0.0
5b5df60a976f7700018948fd,137774,SOLDIER,UNITED STATES,-0600,2012-04-18 16:00:00,41.9811,-95.7769,0.0
5b5df60a976f770001894a1d,137844,SPENCER 1 N,UNITED STATES,-0600,2012-04-18 16:00:00,43.1652,-95.1466,0.0
5b5df60a976f770001894b0d,137985,STORY CITY,UNITED STATES,-0600,2012-04-18 16:00:00,42.1791,-93.5816,0.0
5b5df60a976f770001894fd5,138706,WATERLOO MUNICIPAL AP,UNITED STATES,-0600,2012-04-18 16:00:00,42.5544,-92.4011,0.0
5b5df60a976f77000189510d,138806,WEBSTER CITY,UNITED STATES,-0600,2012-04-18 16:00:00,42.4685,-93.7974,0.0
5b5df60a976f77000189522d,139164,WOODBINE,UNITED STATES,-0600,2012-04-18 16:00:00,41.745,-95.7091,0.0
5b5df60a976f770001895fc5,143686,HILLSDALE LAKE,UNITED STATES,-0600,2012-04-18 16:00:00,38.6645,-94.8901,0.0
5b5df60a976f77000189714e,150450,BAXTER,UNITED STATES,-0500,2012-04-18 16:00:00,36.8582,-83.3302,0.1
5b5df60a976f770001897255,150611,BENTON,UNITED STATES,-0600,2012-04-18 16:00:00,36.858,-88.3363,0.0
5b5df60a976f770001897976,154202,JACKSON JULIAN CARROLL AP,UNITED STATES,-0500,2012-04-18 16:00:00,37.59139,-83.31444,0.02
5b5df60a976f770001898695,161157,BOOTHVILLE ASOS,UNITED STATES,-0600,2012-04-18 16:00:00,29.333,-89.4075,0.0
5b5df60a976f7700018988ed,164030,HAMMOND 5 E,UNITED STATES,-0600,2012-04-18 16:00:00,30.503,-90.3772,0.0
5b5df60a976f77000189a71e,180465,BALTIMORE WB AIRPORT,UNITED STATES,-0500,2012-04-18 16:00:00,39.25,-76.53333,0.0
5b5df60a976f77000189a80e,180700,BELTSVILLE,UNITED STATES,-0500,2012-04-18 16:00:00,39.0302,-76.9315,0.0
5b5df60a976f77000189a8fe,185718,MARYLAND SCIENCE CENTER,UNITED STATES,-0500,2012-04-18 16:00:00,39.2814,-76.6111,0.0
5b5df60a976f77000189a9ee,185934,MILLERS 4 NE,UNITED STATES,-0500,2012-04-18 16:00:00,39.7194,-76.8027,0.0
5b5df60a976f77000189b19e,200089,ALBERTA FORD FOR CENTER,UNITED STATES,-0500,2012-04-18 16:00:00,46.6448,-88.4812,0.0
5b5df60a976f77000189b28e,200164,ALPENA COUNTY REGIONAL AP,UNITED STATES,-0500,2012-04-18 16:00:00,45.0716,-83.5644,0.0
5b5df60a976f77000189b426,200662,BELLAIRE,UNITED STATES,-0500,2012-04-18 16:00:00,44.9758,-85.198,0.0
5b5df60a976f77000189b546,200766,BIG BAY 8 NW,UNITED STATES,-0500,2012-04-18 16:00:00,46.8864,-87.8639,0.1
5b5df60a976f77000189b5ee,201088,BRUCE CROSSING,UNITED STATES,-0500,2012-04-18 16:00:00,46.5345,-89.1839,0.0
5b5df60a976f77000189b79e,201486,CHATHAM EXPERIMENT FARM 2,UNITED STATES,-0500,2012-04-18 16:00:00,46.3414,-86.9242,0.1
5b5df60a976f77000189bace,202626,ESCANABA,UNITED STATES,-0500,2012-04-18 16:00:00,45.7438,-87.0406,0.0
5b5df60a976f77000189c0e6,203516,GWINN 1W,UNITED STATES,-0500,2012-04-18 16:00:00,46.2863,-87.4511,0.1
5b5df60a976f77000189c33e,203936,HOUGHTON LAKE ROSCOMMON COUNTY AP,UNITED STATES,-0500,2012-04-18 16:00:00,44.3591,-84.6738,0.0
5b5df60a976f77000189c4bd,204090,IRON MTN-KINGSFORD WWTP,UNITED STATES,-0600,2012-04-18 16:00:00,45.7858,-88.0841,0.0
5b5df60a976f77000189c595,204104,IRONWOOD,UNITED STATES,-0600,2012-04-18 16:00:00,46.4656,-90.1892,0.2
5b5df60a976f77000189c8c6,204328,KENTON,UNITED STATES,-0500,2012-04-18 16:00:00,46.4863,-88.8916,0.0
5b5df60a976f77000189c96e,204502,LAKE CITY EXP FARM,UNITED STATES,-0500,2012-04-18 16:00:00,44.3088,-85.205,0.0
5b5df60a976f77000189cb96,205073,MANISTIQUE WWTP,UNITED STATES,-0500,2012-04-18 16:00:00,45.9512,-86.2513,0.0
5b5df60a976f77000189cc6e,205184,MARQUETTE WFO,UNITED STATES,-0500,2012-04-18 16:00:00,46.5313,-87.5491,0.0
5b5df60a976f77000189cdbe,205712,MUSKEGON COUNTY AP,UNITED STATES,-0500,2012-04-18 16:00:00,43.17111,-86.23667,0.0
5b5df60a976f77000189cef6,206215,ONTONAGON,UNITED STATES,-0500,2012-04-18 16:00:00,46.8559,-89.3124,0.0
5b5df60a976f77000189d0be,206438,PELLSTON REGIONAL AIRPORT,UNITED STATES,-0500,2012-04-18 16:00:00,45.5644,-84.7927,0.0
